Record,Group,Matrix,Nanomaterial,Dose,Units,Organism,Endpoint,Response,Direction,Link
3610,2185,Dispersive,Carbon Nanotubes,100,_g/ml,Soybean,Germination percentage,2.144736,More,http://dx.doi.org/10.1021/am402052x
3593,2186,Dispersive,Carbon Nanotubes,0,_g/ml,Soybean,Germination percentage,0,More,http://dx.doi.org/10.1021/am402052x
3599,2186,Dispersive,Carbon Nanotubes,25,_g/ml,Soybean,Germination percentage,0.726911,More,http://dx.doi.org/10.1021/am402052x
3605,2186,Dispersive,Carbon Nanotubes,50,_g/ml,Soybean,Germination percentage,1.175663,More,http://dx.doi.org/10.1021/am402052x
3611,2186,Dispersive,Carbon Nanotubes,100,_g/ml,Soybean,Germination percentage,1.175663,More,http://dx.doi.org/10.1021/am402052x
3594,2187,Dispersive,Carbon Nanotubes,0,_g/ml,Soybean,Germination percentage,0,More,http://dx.doi.org/10.1021/am402052x
3600,2187,Dispersive,Carbon Nanotubes,25,_g/ml,Soybean,Germination percentage,1.186892,More,http://dx.doi.org/10.1021/am402052x
3606,2187,Dispersive,Carbon Nanotubes,50,_g/ml,Soybean,Germination percentage,1.186892,More,http://dx.doi.org/10.1021/am402052x
3612,2187,Dispersive,Carbon Nanotubes,100,_g/ml,Soybean,Germination percentage,1.186892,More,http://dx.doi.org/10.1021/am402052x
3613,2188,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Ventilation rate ,0,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3621,2188,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Ventilation rate ,0.014827,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3625,2188,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Ventilation rate ,0.012935,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3629,2188,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Ventilation rate ,0.009911,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3614,2189,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Ventilation rate ,0,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3622,2189,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Ventilation rate ,0.0328,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3626,2189,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Ventilation rate ,0.04078,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3630,2189,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Ventilation rate ,0.056114,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3615,2190,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Ventilation rate ,0,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3623,2190,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Ventilation rate ,0.014866,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3627,2190,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Ventilation rate ,0.028823,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3631,2190,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Ventilation rate ,0.089039,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3616,2191,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Ventilation rate ,0,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3624,2191,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Ventilation rate ,0.015023,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3628,2191,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Ventilation rate ,0.03662,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3632,2191,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Ventilation rate ,0.115603,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3633,2192,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Oedema,0,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3635,2192,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Oedema,0.333333,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3636,2192,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Oedema,2.717949,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3637,2192,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Oedema,3.25641,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3639,2193,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Haemoglobin,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3641,2193,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Haemoglobin,0.131363,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3642,2193,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Haemoglobin,0.331691,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3643,2193,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Haemoglobin,0.220033,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3644,2194,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Haemoglobin,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3646,2194,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Haemoglobin,0.086598,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3647,2194,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Haemoglobin,0.053608,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3648,2194,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Haemoglobin,0.294845,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3650,2195,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Haematocrit,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3652,2195,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Haematocrit,0.044674,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3653,2195,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Haematocrit,0.250859,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3654,2195,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Haematocrit,0.058419,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3655,2196,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Haematocrit,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3657,2196,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Haematocrit,0.149813,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3658,2196,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Haematocrit,0.05618,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3659,2196,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Haematocrit,0.213483,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3661,2197,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Red blood cell count,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3663,2197,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Red blood cell count,0.089552,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3664,2197,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Red blood cell count,0.223881,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3665,2197,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Red blood cell count,0.238806,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3666,2198,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Red blood cell count,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3668,2198,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Red blood cell count,0.259259,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3669,2198,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Red blood cell count,0.055556,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3670,2198,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Red blood cell count,0.166667,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3672,2199,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Red blood cell count,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3674,2199,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Red blood cell count,0.016949,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3675,2199,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Red blood cell count,0.244821,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3676,2199,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Red blood cell count,0.348399,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3677,2200,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Red blood cell count,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3679,2200,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Red blood cell count,0.162791,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3680,2200,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Red blood cell count,0.327243,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3681,2200,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Red blood cell count,0.089701,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3683,2201,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Plasma Na+ ,0,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3685,2201,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Plasma Na+ ,0.089474,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3686,2201,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Plasma Na+ ,0.210526,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3687,2201,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Plasma Na+ ,0.135088,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3688,2202,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Plasma Na+ ,0,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3690,2202,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Plasma Na+ ,0.060633,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3691,2202,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Plasma Na+ ,0.144991,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3692,2202,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Plasma Na+ ,0.173989,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3694,2203,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Plasma K+ ,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3696,2203,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Plasma K+ ,0.151515,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3697,2203,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Plasma K+ ,0.121212,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3698,2203,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Plasma K+ ,0.030303,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3699,2204,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Plasma K+ ,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3701,2204,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Plasma K+ ,0.095238,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3702,2204,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Plasma K+ ,0.095238,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3703,2204,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Plasma K+ ,0.166667,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3704,2205,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Ca2+ content ,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3706,2205,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Ca2+ content ,0.23748,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3707,2205,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Ca2+ content ,0.01454,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3708,2205,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Ca2+ content ,0.100162,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3709,2206,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Ca2+ content ,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3711,2206,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Ca2+ content ,0.115942,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3712,2206,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Ca2+ content ,0.042029,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3713,2206,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Ca2+ content ,0.075362,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3714,2207,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Ca2+ content ,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3716,2207,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Ca2+ content ,0.086957,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3717,2207,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Ca2+ content ,0.043478,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3718,2207,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Ca2+ content ,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3719,2208,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Ca2+ content ,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3721,2208,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Ca2+ content ,0.060976,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3722,2208,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Ca2+ content ,0.036585,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3723,2208,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Ca2+ content ,0.670732,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3724,2209,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Zn content ,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3726,2209,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Zn content ,0.370262,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3727,2209,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Zn content ,0.134111,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3728,2209,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Zn content ,0.96793,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3729,2210,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Zn content ,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3731,2210,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Zn content ,0.101515,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3732,2210,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Zn content ,0.183333,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3733,2210,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Zn content ,0.309091,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3734,2211,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Zn content ,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3736,2211,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Zn content ,0.222222,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3737,2211,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Zn content ,0.541667,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3738,2211,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Zn content ,0.069444,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3739,2212,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Zn content ,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3741,2212,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Zn content ,0.407767,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3742,2212,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Zn content ,0.805825,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3743,2212,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Zn content ,1.427184,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3744,2213,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Cu content,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3746,2213,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Cu content,0.242248,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3747,2213,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Cu content,0.025194,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3748,2213,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Cu content,0.72093,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3749,2214,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Cu content,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3751,2214,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Cu content,0.075206,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3752,2214,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Cu content,0.249119,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3753,2214,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Cu content,0.441833,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3754,2215,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Cu content,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3756,2215,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Cu content,0.181818,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3757,2215,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Cu content,1.076923,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3758,2215,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Cu content,0.055944,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3759,2216,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Cu content,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3761,2216,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Cu content,0.188034,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3762,2216,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Cu content,0.102564,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3763,2216,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Cu content,0.230769,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3764,2217,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Na+K+-ATPase activity,0,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3766,2217,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Na+K+-ATPase activity,1.611111,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3767,2217,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Na+K+-ATPase activity,5.047386,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3768,2217,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Na+K+-ATPase activity,0.99183,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3769,2218,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Na+K+-ATPase activity,0,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3771,2218,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Na+K+-ATPase activity,5.90532,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3772,2218,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Na+K+-ATPase activity,0.116464,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3773,2218,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Na+K+-ATPase activity,0.072057,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3774,2219,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Na+K+-ATPase activity,0,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3776,2219,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Na+K+-ATPase activity,0.244484,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3777,2219,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Na+K+-ATPase activity,0.682787,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3778,2219,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Na+K+-ATPase activity,0.390387,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3779,2220,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Glutathione levels,0,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3781,2220,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Glutathione levels,0.629139,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3782,2220,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Glutathione levels,0.675497,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3783,2220,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Glutathione levels,0.211921,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3784,2221,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Glutathione levels,0,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3786,2221,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Glutathione levels,0.25,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3787,2221,Dispersive,Carbon Nanotubes,0.25,mg/l,Juvenile rainbow,Glutathione levels,0.206522,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3788,2221,Dispersive,Carbon Nanotubes,0.5,mg/l,Juvenile rainbow,Glutathione levels,0.092391,More,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3789,2222,Dispersive,Carbon Nanotubes,0,mg/l,Juvenile rainbow,Thiobarbituric acid reactive substances (TBARS) content,0,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
3791,2222,Dispersive,Carbon Nanotubes,0.1,mg/l,Juvenile rainbow,Thiobarbituric acid reactive substances (TBARS) content,0.314014,Less,http://dx.doi.org/10.1016/j.aquatox.2007.02.003
